timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1601652155413,1,comment_send_1,200,,sendComment 2-1,text,true,,274,557,1,2,http://localhost:8080/service/guestbook?,1,0,0
1601652155414,1,comment_send_2,200,,sendComment 2-1,text,true,,2302,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652155542,1,go_to_site,200,,sendComment 2-1,text,true,,22628,345,1,2,http://localhost:8080/index.html,1,0,0
1601652155543,1,open_сlient_page,200,,sendComment 2-1,text,true,,6135,390,1,2,http://localhost:8080/clients.html,1,0,0
1601652155544,1,open_guestbook_page_1,200,,sendComment 2-1,text,true,,4112,394,1,2,http://localhost:8080/guestbook.html,1,0,0
1601652155546,1,open_guestbook_page_2,200,,sendComment 2-1,text,true,,2302,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652155547,5,comment_send_1,500,,sendComment 2-1,text,false,Test failed: text expected to contain /OK/,1188,846,1,2,http://localhost:8080/service/guestbook?,5,0,0
1601652155552,2,comment_send_2,200,,sendComment 2-1,text,false,"Test failed: text expected to contain /<b>Центральный банк Российской Федерации</b>: 'Рекомендую, это лучшая компания на свете'/",2302,298,1,2,http://localhost:8080/service/guestbook,2,0,1
1601652155680,2,go_to_site,200,,sendComment 2-1,text,true,,22628,345,1,2,http://localhost:8080/index.html,2,0,0
1601652155682,1,open_сlient_page,200,,sendComment 2-1,text,true,,6135,390,1,2,http://localhost:8080/clients.html,1,0,0
1601652155683,1,open_guestbook_page_1,200,,sendComment 2-1,text,true,,4112,394,1,2,http://localhost:8080/guestbook.html,1,0,0
1601652155685,1,open_guestbook_page_2,200,,sendComment 2-1,text,true,,2302,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652155686,1,comment_send_1,200,,sendComment 2-1,text,true,,274,567,1,2,http://localhost:8080/service/guestbook?,1,0,0
1601652155687,1,comment_send_2,200,,sendComment 2-1,text,true,,2365,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652155815,3,go_to_site,200,,sendComment 2-1,text,true,,22628,345,1,2,http://localhost:8080/index.html,2,0,0
1601652155818,2,open_сlient_page,200,,sendComment 2-1,text,true,,6135,390,1,2,http://localhost:8080/clients.html,2,0,0
1601652155820,1,open_guestbook_page_1,200,,sendComment 2-1,text,true,,4112,394,1,2,http://localhost:8080/guestbook.html,1,0,0
1601652155822,1,open_guestbook_page_2,200,,sendComment 2-1,text,true,,2365,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652155823,1,comment_send_1,200,,sendComment 2-1,text,true,,274,725,1,2,http://localhost:8080/service/guestbook?,1,0,0
1601652155824,1,comment_send_2,200,,sendComment 2-1,text,true,,2484,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652155952,1,go_to_site,200,,sendComment 2-1,text,true,,22628,345,1,2,http://localhost:8080/index.html,1,0,0
1601652155953,1,open_сlient_page,200,,sendComment 2-1,text,true,,6135,390,1,2,http://localhost:8080/clients.html,1,0,0
1601652155955,1,open_guestbook_page_1,200,,sendComment 2-1,text,true,,4112,394,1,2,http://localhost:8080/guestbook.html,1,0,0
1601652155956,1,open_guestbook_page_2,200,,sendComment 2-1,text,true,,2484,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652155957,1,comment_send_1,200,,sendComment 2-1,text,true,,274,514,1,2,http://localhost:8080/service/guestbook?,1,0,0
1601652155958,1,comment_send_2,200,,sendComment 2-1,text,true,,2529,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652156085,2,go_to_site,200,,sendComment 2-1,text,true,,22628,345,1,2,http://localhost:8080/index.html,2,0,0
1601652156087,1,open_сlient_page,200,,sendComment 2-1,text,true,,6135,390,1,2,http://localhost:8080/clients.html,1,0,0
1601652156088,1,open_guestbook_page_1,200,,sendComment 2-1,text,true,,4112,394,1,2,http://localhost:8080/guestbook.html,1,0,0
1601652156089,1,open_guestbook_page_2,200,,sendComment 2-1,text,true,,2529,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652156090,1,comment_send_1,200,,sendComment 2-1,text,true,,274,645,1,2,http://localhost:8080/service/guestbook?,1,0,0
1601652156091,1,comment_send_2,200,,sendComment 2-1,text,true,,2624,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652156219,1,go_to_site,200,,sendComment 2-1,text,true,,22628,345,1,2,http://localhost:8080/index.html,1,0,0
1601652156220,2,open_сlient_page,200,,sendComment 2-1,text,true,,6135,390,1,2,http://localhost:8080/clients.html,2,0,0
1601652156222,1,open_guestbook_page_1,200,,sendComment 2-1,text,true,,4112,394,1,2,http://localhost:8080/guestbook.html,1,0,0
1601652156223,1,open_guestbook_page_2,200,,sendComment 2-1,text,true,,2624,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652156224,1,comment_send_1,200,,sendComment 2-1,text,true,,274,561,1,2,http://localhost:8080/service/guestbook?,1,0,0
1601652156225,3,comment_send_2,200,,sendComment 2-1,text,true,,2685,298,1,2,http://localhost:8080/service/guestbook,3,0,0
1601652156354,2,go_to_site,200,,sendComment 2-1,text,true,,22628,345,1,2,http://localhost:8080/index.html,2,0,0
1601652156356,2,open_сlient_page,200,,sendComment 2-1,text,true,,6135,390,1,2,http://localhost:8080/clients.html,2,0,0
1601652156358,1,open_guestbook_page_1,200,,sendComment 2-1,text,true,,4112,394,1,2,http://localhost:8080/guestbook.html,1,0,0
1601652156359,22,open_guestbook_page_2,200,,sendComment 2-1,text,true,,2685,298,1,2,http://localhost:8080/service/guestbook,22,0,0
1601652156381,1,comment_send_1,200,,sendComment 2-1,text,true,,274,667,1,2,http://localhost:8080/service/guestbook?,1,0,0
1601652156382,2,comment_send_2,200,,sendComment 2-1,text,true,,2782,298,1,2,http://localhost:8080/service/guestbook,2,0,0
1601652156384,2,go_to_site,200,,sendComment 2-1,text,true,,22628,345,1,2,http://localhost:8080/index.html,2,0,0
1601652156386,1,open_сlient_page,200,,sendComment 2-1,text,true,,6135,390,1,2,http://localhost:8080/clients.html,1,0,0
1601652156387,1,open_guestbook_page_1,200,,sendComment 2-1,text,true,,4112,394,1,2,http://localhost:8080/guestbook.html,1,0,0
1601652156389,0,open_guestbook_page_2,200,,sendComment 2-1,text,true,,2782,298,1,2,http://localhost:8080/service/guestbook,0,0,0
1601652156390,0,comment_send_1,200,,sendComment 2-1,text,true,,274,489,1,2,http://localhost:8080/service/guestbook?,0,0,0
1601652156391,0,comment_send_2,200,,sendComment 2-1,text,true,,2818,298,1,2,http://localhost:8080/service/guestbook,0,0,0
1601652156517,3,go_to_site,200,,sendComment 2-1,text,true,,22628,345,1,2,http://localhost:8080/index.html,2,0,0
1601652156520,2,open_сlient_page,200,,sendComment 2-1,text,true,,6135,390,1,2,http://localhost:8080/clients.html,2,0,0
1601652156522,2,open_guestbook_page_1,200,,sendComment 2-1,text,true,,4112,394,1,2,http://localhost:8080/guestbook.html,2,0,0
1601652156524,2,open_guestbook_page_2,200,,sendComment 2-1,text,true,,2818,298,1,2,http://localhost:8080/service/guestbook,2,0,0
1601652156526,1,comment_send_1,200,,sendComment 2-1,text,true,,274,657,1,2,http://localhost:8080/service/guestbook?,1,0,0
1601652156527,1,comment_send_2,200,,sendComment 2-1,text,true,,2913,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652156655,2,go_to_site,200,,sendComment 2-1,text,true,,22628,345,1,2,http://localhost:8080/index.html,1,0,0
1601652156657,2,open_сlient_page,200,,sendComment 2-1,text,true,,6135,390,1,2,http://localhost:8080/clients.html,2,0,0
1601652156659,2,open_guestbook_page_1,200,,sendComment 2-1,text,true,,4112,394,1,2,http://localhost:8080/guestbook.html,2,0,0
1601652156661,1,open_guestbook_page_2,200,,sendComment 2-1,text,true,,2913,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652156662,1,comment_send_1,200,,sendComment 2-1,text,true,,274,519,1,2,http://localhost:8080/service/guestbook?,1,0,0
1601652156663,2,comment_send_2,200,,sendComment 2-1,text,true,,2964,298,1,2,http://localhost:8080/service/guestbook,2,0,0
1601652156791,1,go_to_site,200,,sendComment 2-1,text,true,,22628,345,1,2,http://localhost:8080/index.html,1,0,0
1601652156793,1,open_сlient_page,200,,sendComment 2-1,text,true,,6135,390,1,2,http://localhost:8080/clients.html,1,0,0
1601652156794,1,open_guestbook_page_1,200,,sendComment 2-1,text,true,,4112,394,1,2,http://localhost:8080/guestbook.html,1,0,0
1601652156795,1,open_guestbook_page_2,200,,sendComment 2-1,text,true,,2964,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652156796,1,comment_send_1,200,,sendComment 2-1,text,true,,274,626,1,2,http://localhost:8080/service/guestbook?,1,0,0
1601652156797,1,comment_send_2,200,,sendComment 2-1,text,true,,3048,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652156924,6,go_to_site,200,,sendComment 2-1,text,true,,22628,345,1,2,http://localhost:8080/index.html,5,0,0
1601652156930,5,open_сlient_page,200,,sendComment 2-1,text,true,,6135,390,1,2,http://localhost:8080/clients.html,5,0,0
1601652156936,1,open_guestbook_page_1,200,,sendComment 2-1,text,true,,4112,394,1,2,http://localhost:8080/guestbook.html,1,0,0
1601652156937,1,open_guestbook_page_2,200,,sendComment 2-1,text,true,,3048,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652156938,1,comment_send_1,200,,sendComment 2-1,text,true,,274,557,1,2,http://localhost:8080/service/guestbook?,1,0,0
1601652156939,1,comment_send_2,200,,sendComment 2-1,text,true,,3107,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652157065,6,go_to_site,200,,sendComment 2-1,text,true,,22628,345,1,2,http://localhost:8080/index.html,5,0,0
1601652157071,1,open_сlient_page,200,,sendComment 2-1,text,true,,6135,390,1,2,http://localhost:8080/clients.html,1,0,0
1601652157072,2,open_guestbook_page_1,200,,sendComment 2-1,text,true,,4112,394,1,2,http://localhost:8080/guestbook.html,2,0,0
1601652157074,1,open_guestbook_page_2,200,,sendComment 2-1,text,true,,3107,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652157075,1,comment_send_1,200,,sendComment 2-1,text,true,,274,687,1,2,http://localhost:8080/service/guestbook?,1,0,0
1601652157076,1,comment_send_2,200,,sendComment 2-1,text,true,,3212,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652157202,6,go_to_site,200,,sendComment 2-1,text,true,,22628,345,1,2,http://localhost:8080/index.html,5,0,0
1601652157208,5,open_сlient_page,200,,sendComment 2-1,text,true,,6135,390,1,2,http://localhost:8080/clients.html,5,0,0
1601652157214,1,open_guestbook_page_1,200,,sendComment 2-1,text,true,,4112,394,1,2,http://localhost:8080/guestbook.html,1,0,0
1601652157215,1,open_guestbook_page_2,200,,sendComment 2-1,text,true,,3212,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652157216,1,comment_send_1,200,,sendComment 2-1,text,true,,274,598,1,2,http://localhost:8080/service/guestbook?,1,0,0
1601652157217,1,comment_send_2,200,,sendComment 2-1,text,true,,3286,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652157344,5,go_to_site,200,,sendComment 2-1,text,true,,22628,345,1,2,http://localhost:8080/index.html,5,0,0
1601652157350,5,open_сlient_page,200,,sendComment 2-1,text,true,,6135,390,1,2,http://localhost:8080/clients.html,5,0,0
1601652157355,5,open_guestbook_page_1,200,,sendComment 2-1,text,true,,4112,394,1,2,http://localhost:8080/guestbook.html,5,0,0
1601652157360,3,open_guestbook_page_2,200,,sendComment 2-1,text,true,,3286,298,1,2,http://localhost:8080/service/guestbook,3,0,0
1601652157363,4,comment_send_1,200,,sendComment 2-1,text,true,,274,705,1,2,http://localhost:8080/service/guestbook?,4,0,0
1601652157367,3,comment_send_2,200,,sendComment 2-1,text,true,,3397,298,1,2,http://localhost:8080/service/guestbook,3,0,0
1601652157497,5,go_to_site,200,,sendComment 2-1,text,true,,22628,345,1,2,http://localhost:8080/index.html,5,0,0
1601652157503,5,open_сlient_page,200,,sendComment 2-1,text,true,,6135,390,1,2,http://localhost:8080/clients.html,5,0,0
1601652157508,1,open_guestbook_page_1,200,,sendComment 2-1,text,true,,4112,394,1,2,http://localhost:8080/guestbook.html,1,0,0
1601652157509,1,open_guestbook_page_2,200,,sendComment 2-1,text,true,,3397,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652157510,1,comment_send_1,200,,sendComment 2-1,text,true,,274,513,1,2,http://localhost:8080/service/guestbook?,1,0,0
1601652157511,3,comment_send_2,200,,sendComment 2-1,text,true,,3441,298,1,2,http://localhost:8080/service/guestbook,3,0,0
1601652157514,1,go_to_site,200,,sendComment 2-1,text,true,,22628,345,1,2,http://localhost:8080/index.html,1,0,0
1601652157516,1,open_сlient_page,200,,sendComment 2-1,text,true,,6135,390,1,2,http://localhost:8080/clients.html,1,0,0
1601652157517,1,open_guestbook_page_1,200,,sendComment 2-1,text,true,,4112,394,1,2,http://localhost:8080/guestbook.html,1,0,0
1601652157518,20,open_guestbook_page_2,200,,sendComment 2-1,text,true,,3441,298,1,2,http://localhost:8080/service/guestbook,20,0,0
1601652157538,1,comment_send_1,200,,sendComment 2-1,text,true,,274,705,1,2,http://localhost:8080/service/guestbook?,1,0,0
1601652157539,0,comment_send_2,200,,sendComment 2-1,text,true,,3552,298,1,2,http://localhost:8080/service/guestbook,0,0,0
1601652157666,6,go_to_site,200,,sendComment 2-1,text,true,,22628,345,1,2,http://localhost:8080/index.html,5,0,0
1601652157672,1,open_сlient_page,200,,sendComment 2-1,text,true,,6135,390,1,2,http://localhost:8080/clients.html,1,0,0
1601652157673,2,open_guestbook_page_1,200,,sendComment 2-1,text,true,,4131,394,1,2,http://localhost:8080/guestbook.html,2,0,0
1601652157675,2,open_guestbook_page_2,200,,sendComment 2-1,text,true,,3552,298,1,2,http://localhost:8080/service/guestbook,2,0,1
1601652157677,1,comment_send_1,200,,sendComment 2-1,text,true,,274,529,1,2,http://localhost:8080/service/guestbook?,1,0,0
1601652157678,1,comment_send_2,200,,sendComment 2-1,text,true,,3611,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652157805,6,go_to_site,200,,sendComment 2-1,text,true,,22628,345,1,2,http://localhost:8080/index.html,6,0,0
1601652157811,1,open_сlient_page,200,,sendComment 2-1,text,true,,6135,390,1,2,http://localhost:8080/clients.html,1,0,0
1601652157812,1,open_guestbook_page_1,200,,sendComment 2-1,text,true,,4112,394,1,2,http://localhost:8080/guestbook.html,1,0,0
1601652157813,1,open_guestbook_page_2,200,,sendComment 2-1,text,true,,3611,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652157814,1,comment_send_1,200,,sendComment 2-1,text,true,,274,668,1,2,http://localhost:8080/service/guestbook?,1,0,0
1601652157815,1,comment_send_2,200,,sendComment 2-1,text,true,,3709,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652157942,6,go_to_site,200,,sendComment 2-1,text,true,,22628,345,1,2,http://localhost:8080/index.html,5,0,0
1601652157948,6,open_сlient_page,200,,sendComment 2-1,text,true,,6135,390,1,2,http://localhost:8080/clients.html,6,0,0
1601652157954,5,open_guestbook_page_1,200,,sendComment 2-1,text,true,,4112,394,1,2,http://localhost:8080/guestbook.html,5,0,0
1601652157959,3,open_guestbook_page_2,200,,sendComment 2-1,text,true,,3709,298,1,2,http://localhost:8080/service/guestbook,3,0,0
1601652157963,2,comment_send_1,200,,sendComment 2-1,text,true,,274,513,1,2,http://localhost:8080/service/guestbook?,2,0,0
1601652157966,3,comment_send_2,200,,sendComment 2-1,text,true,,3753,298,1,2,http://localhost:8080/service/guestbook,3,0,0
1601652158095,6,go_to_site,200,,sendComment 2-1,text,true,,22628,345,1,2,http://localhost:8080/index.html,5,0,0
1601652158101,1,open_сlient_page,200,,sendComment 2-1,text,true,,6135,390,1,2,http://localhost:8080/clients.html,1,0,0
1601652158102,1,open_guestbook_page_1,200,,sendComment 2-1,text,true,,4112,394,1,2,http://localhost:8080/guestbook.html,1,0,0
1601652158103,1,open_guestbook_page_2,200,,sendComment 2-1,text,true,,3753,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652158104,1,comment_send_1,200,,sendComment 2-1,text,true,,274,693,1,2,http://localhost:8080/service/guestbook?,1,0,0
1601652158105,1,comment_send_2,200,,sendComment 2-1,text,true,,3860,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652158232,6,go_to_site,200,,sendComment 2-1,text,true,,22628,345,1,2,http://localhost:8080/index.html,5,0,0
1601652158238,1,open_сlient_page,200,,sendComment 2-1,text,true,,6135,390,1,2,http://localhost:8080/clients.html,1,0,0
1601652158239,2,open_guestbook_page_1,200,,sendComment 2-1,text,true,,4112,394,1,2,http://localhost:8080/guestbook.html,2,0,0
1601652158241,1,open_guestbook_page_2,200,,sendComment 2-1,text,true,,3860,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652158242,1,comment_send_1,200,,sendComment 2-1,text,true,,274,587,1,2,http://localhost:8080/service/guestbook?,1,0,0
1601652158243,1,comment_send_2,200,,sendComment 2-1,text,true,,3931,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652158370,6,go_to_site,200,,sendComment 2-1,text,true,,22628,345,1,2,http://localhost:8080/index.html,5,0,0
1601652158376,1,open_сlient_page,200,,sendComment 2-1,text,true,,6135,390,1,2,http://localhost:8080/clients.html,1,0,0
1601652158377,1,open_guestbook_page_1,200,,sendComment 2-1,text,true,,4112,394,1,2,http://localhost:8080/guestbook.html,1,0,0
1601652158378,1,open_guestbook_page_2,200,,sendComment 2-1,text,true,,3931,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652158379,1,comment_send_1,200,,sendComment 2-1,text,true,,274,657,1,2,http://localhost:8080/service/guestbook?,1,0,0
1601652158380,1,comment_send_2,200,,sendComment 2-1,text,true,,4026,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652158381,2,go_to_site,200,,sendComment 2-1,text,true,,22628,345,1,2,http://localhost:8080/index.html,2,0,0
1601652158383,1,open_сlient_page,200,,sendComment 2-1,text,true,,6135,390,1,2,http://localhost:8080/clients.html,1,0,0
1601652158384,1,open_guestbook_page_1,200,,sendComment 2-1,text,true,,4112,394,1,2,http://localhost:8080/guestbook.html,1,0,0
1601652158386,0,open_guestbook_page_2,200,,sendComment 2-1,text,true,,4026,298,1,2,http://localhost:8080/service/guestbook,0,0,0
1601652158386,1,comment_send_1,200,,sendComment 2-1,text,true,,274,562,1,2,http://localhost:8080/service/guestbook?,1,0,0
1601652158387,1,comment_send_2,200,,sendComment 2-1,text,true,,4086,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652158515,5,go_to_site,200,,sendComment 2-1,text,true,,22628,345,1,2,http://localhost:8080/index.html,5,0,0
1601652158521,5,open_сlient_page,200,,sendComment 2-1,text,true,,6135,390,1,2,http://localhost:8080/clients.html,5,0,0
1601652158526,5,open_guestbook_page_1,200,,sendComment 2-1,text,true,,4112,394,1,2,http://localhost:8080/guestbook.html,5,0,0
1601652158531,4,open_guestbook_page_2,200,,sendComment 2-1,text,true,,4086,298,1,2,http://localhost:8080/service/guestbook,4,0,0
1601652158535,9,comment_send_1,200,,sendComment 2-1,text,true,,274,713,1,2,http://localhost:8080/service/guestbook?,9,0,0
1601652158544,22,comment_send_2,200,,sendComment 2-1,text,true,,4201,298,1,2,http://localhost:8080/service/guestbook,22,0,0
1601652158692,6,go_to_site,200,,sendComment 2-1,text,true,,22628,345,1,2,http://localhost:8080/index.html,5,0,0
1601652158698,1,open_сlient_page,200,,sendComment 2-1,text,true,,6135,390,1,2,http://localhost:8080/clients.html,1,0,0
1601652158699,1,open_guestbook_page_1,200,,sendComment 2-1,text,true,,4112,394,1,2,http://localhost:8080/guestbook.html,1,0,0
1601652158700,1,open_guestbook_page_2,200,,sendComment 2-1,text,true,,4201,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652158701,1,comment_send_1,200,,sendComment 2-1,text,true,,274,655,1,2,http://localhost:8080/service/guestbook?,1,0,0
1601652158702,1,comment_send_2,200,,sendComment 2-1,text,true,,4296,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652158829,6,go_to_site,200,,sendComment 2-1,text,true,,22628,345,1,2,http://localhost:8080/index.html,6,0,0
1601652158835,1,open_сlient_page,200,,sendComment 2-1,text,true,,6135,390,1,2,http://localhost:8080/clients.html,1,0,0
1601652158837,1,open_guestbook_page_1,200,,sendComment 2-1,text,true,,4112,394,1,2,http://localhost:8080/guestbook.html,1,0,0
1601652158838,1,open_guestbook_page_2,200,,sendComment 2-1,text,true,,4296,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652158839,1,comment_send_1,200,,sendComment 2-1,text,true,,274,625,1,2,http://localhost:8080/service/guestbook?,1,0,0
1601652158840,1,comment_send_2,200,,sendComment 2-1,text,true,,4379,298,1,2,http://localhost:8080/service/guestbook,1,0,0
1601652158967,6,go_to_site,200,,sendComment 2-1,text,true,,22628,345,1,2,http://localhost:8080/index.html,5,0,0
1601652158973,1,open_сlient_page,200,,sendComment 2-1,text,true,,6135,390,1,2,http://localhost:8080/clients.html,1,0,0
1601652158974,1,open_guestbook_page_1,200,,sendComment 2-1,text,true,,4112,394,1,2,http://localhost:8080/guestbook.html,1,0,0
